,event,matched_pair_id,pair_rank,frame_1_article_id,frame_2_article_id,frame_1_title,frame_2_title,frame_1_source,frame_2_source,frame_1_body,frame_2_body,frame_1_aligned_frame_1_score,frame_1_aligned_frame_2_score,frame_2_aligned_frame_1_score,frame_2_aligned_frame_2_score,frame_1_aligned_body_length,frame_2_aligned_body_length,length_gap,pair_alignment_strength
73,govt_shutdown,d5e8630a9226a7729b57badbafcb048a,8,05621911e94d26b1692baa71f978b957,d713cf94ee8a70a4e1f65792e28b6155,Will the 2025 shutdown actually matter?,US government shuts down with path to reopening uncertain,washingtontimes,bbc,REDACTED,REDACTED,1,-2,0,1,4404,4274,130,4.0
74,govt_shutdown,43f8b98407d95291a8afde7f9dddcd2b,9,51cfcbc61c5c1dffd913fa04fea9b667,0f41749a412259c5317ca9f2ae2ec45e,US government shutdown stalls FBI investigations,House GOP blocks Dems' military pay bill as government shutdown threatens checks,reuters,foxnews,REDACTED,REDACTED,1,-1,-1,1,3638,3802,164,4.0
75,govt_shutdown,b2ef6463f8dcef4280d48c97ef4c515c,10,720b68966547acb958b29334a2aa0e4d,22b5ef8aa74de7cd14a6de935943e861,Four ways the US government shutdown could end,"With an upcoming vote in the House, an end to the shutdown is in sight",bbc,npr,REDACTED,REDACTED,1,-1,-1,1,6377,6172,205,4.0
76,govt_shutdown,68743a028ec4a18ca57c23afe39e476b,11,1dfba61a698a814bf9e1662265f2771b,b71ca474ba5461f93ad036a1660ee798,Government shutdown poised to enter a third week as Congress remains at stalemate,The longest government shutdown in U.S. history is over. Here's what you need to know,cbsnews,npr,REDACTED,REDACTED,1,0,-2,1,8766,8475,291,4.0
77,govt_shutdown,1a992ad5b64c62444abfd6d191e3c781,12,e49c2ba0665c76280ded8370cc59f6b6,085d2cbce72ac9c17eb2823f309fdbb7,The longest government shutdown in U.S. history comes to a close,When will the government reopen? Here's how long past shutdowns lasted,npr,npr,REDACTED,REDACTED,1,0,-1,1,7014,7061,47,3.0
78,govt_shutdown,962f5ebfba5756ba2ab071ff28f881c6,13,e2381c268e0e03f6afd7056ff3182f5c,5fa9f5ee1068a2d94ce88cbf23fb3a5b,"Dems vote for 13th time to keep government closed, halt SNAP benefits — as Majority Leader Thune proposes easy fix",Government Shutdown Imperils Obamacare Tax Credits For 22 Million,nypost,forbes,REDACTED,REDACTED,1,-1,0,1,5176,5275,99,3.0
79,govt_shutdown,1742db396c60decd9530d61d210899f7,14,18d3d487b0e9399447638590e2c96191,879b3e21ed47d582dd09023941c97abb,Hopes dim in prediction markets as traders bet government shutdown will drag on for weeks,United Airlines to offer refunds because of shutdown-caused flight restrictions,foxbusiness,foxbusiness,REDACTED,REDACTED,1,-1,0,1,1701,1902,201,3.0
80,govt_shutdown,6f9067686005cfb449f11b0046a767f6,15,20ac9362d9d000577690ee0be9dd71da,9ddd3b305a2b67855279d88b64c1f40f,Government shuts down after Congress deadlocks on spending deal,The government shutdown is delaying an assistance program families use to heat homes,foxnews,npr,REDACTED,REDACTED,1,0,0,1,5566,5571,5,2.0
81,kimmel,13f05698176a64eee98c84e04324d69c,1,a762fea28c2afb3030c4354c00e3935f,b7a8445ad963abd1bacb431130fdda9f,Nexstar refuses to air Jimmy Kimmel’s return to ABC over Charlie Kirk controversy,Former Disney CEO criticizes Kimmel’s suspension: ‘Where has all the leadership gone?’,nypost,thehill,REDACTED,REDACTED,2,-2,-2,2,1962,1907,55,8.0
82,kimmel,a7a194738aeb2f5e86c771d8864f504e,2,40f4201721340db0e84201eefb246bc0,1e6ad1be3fa0436626ed8da7b0df2345,"Jimmy Kimmel continues to lie, pretends he’s the victim — fire him!",Disney+ Cancellations Jump After Kimmel Suspension,nypost,nytimes,REDACTED,REDACTED,2,-2,-2,2,3885,3815,70,8.0
83,kimmel,26f47b1c27b90bbdc1eb35abf45f3fc6,3,55c89891daa046b2fce6be8cce838916,f67cbacd972c610db47fb2762c1d7c6d,Unrepentant Jimmy Kimmel refused to apologize after Charlie Kirk outrage — and planned to double-down on MAGA attacks: report,Top stars call Jimmy Kimmel suspension 'dark moment' for free speech,nypost,bbc,REDACTED,REDACTED,1,-1,-2,2,3067,3046,21,6.0
84,kimmel,00a64850436995f9881f65dd3039a374,4,bcf428db3a0d19ce07dfbbbb6d84b186,a9cc862f86d5739bd6f2d3febb4d47ac,"Jimmy Kimmel’s suspension: Letters to the Editor — Sept. 19, 2025",'Friends' star Jennifer Aniston defends Jimmy Kimmel against 'horrible’ and ‘unthinkable’ suspension,nypost,foxnews,REDACTED,REDACTED,1,-1,-2,2,3683,3652,31,6.0
85,kimmel,9115d07ba52cbb4cbb0e53c6eb8fadde,5,72f2eb1d773d519c4347c72f684f5288,ca8f4c8bcc8c2ddde7cb76c0e7953bcd,Sinclair will preempt Jimmy Kimmel's show despite Disney ending its suspension,Top Oversight Dem launches probe into ABC’s Kimmel suspension,foxnews,thehill,REDACTED,REDACTED,1,-1,-2,2,2669,2702,33,6.0
86,kimmel,3a850cf10a4b5923a43167985ced9b37,6,8e2ac54ed6da292e4e71aea5efe59fca,6eb575a9fa509cd80b5968710095457a,Jimmy Kimmel's canned show will be replaced by a Charlie Kirk tribute — and an angry ABC affiliate is demanding a donation to Turning Point USA,"'The View' slams Trump administration, avoids criticizing ABC over Kimmel suspension",fortune,foxnews,REDACTED,REDACTED,1,-2,-2,1,3185,3245,60,6.0
87,kimmel,ea84423c933e9f9944393d691de0e359,7,ed25d873a62edd44019e3535755c84d3,285bdd44f50dd673ca9c741755598f88,Disney and Jimmy Kimmel: The Real Story is Stakeholder Strategy,What the move to pull Kimmel off the air says about free speech under Trump,forbes,pbs,REDACTED,REDACTED,1,-1,-2,2,10434,10239,195,6.0
88,kimmel,9ef219755f023cdbb2cbe9b6d3255f3c,8,00cc0d0d9e4fa1aac39f52e0bcd52189,0919c99863a0fa903b79521a3c9d254c,"FCC chief: Colbert, Kimmel ‘facing the consequences’ of choices to ‘appeal to a very, very narrow audience’",Conan O’Brien: Kimmel suspension ‘should disturb everyone’,thehill,thehill,REDACTED,REDACTED,1,-1,-2,2,2625,2330,295,6.0
89,kimmel,8bd53f18fc77cf3a556754df12820090,9,213faf3d13d9dc4b2fe0fecfdbf6e1b3,41dd28fddd4a5e81ffdcde430338fcfd,FCC Chair Brendan Carr defends ABC affiliates pulling Jimmy Kimmel show after monologue about Charlie Kirk,Colbert mocks Kimmel suspension with parody video: ‘Shut your trap’,foxnews,thehill,REDACTED,REDACTED,1,-1,-2,2,3058,2759,299,6.0
90,kimmel,7eadcd4638d6c59dfab45f1ebb656aa8,10,f15420a4438b8022029458cdf72cdab2,09e0b24aa17c2b4af544a46789c4c0da,Jimmy Kimmel sheds 64% of audience after short-lived ratings spike following suspension,"Kimmel thanks Cruz, conservatives for defense: ‘It takes courage’",foxnews,thehill,REDACTED,REDACTED,1,-1,-2,1,3313,3304,9,5.0
91,kimmel,a66594212aa4edb6cd428e5ebbd750a9,11,5ceca4c35ed745acef0411a4bb7aa3d0,1f489e2f06c9a4ad6b027b57217ddb0d,Broadcast giant extends suspension of 'Jimmy Kimmel Live!' despite upcoming return and more top headlines,"First Tucker Carlson, now Ted Cruz: Conservatives are talking about an 'unbelievably dangerous' precedent being set by the FCC chair",foxnews,fortune,REDACTED,REDACTED,1,-1,-2,1,3219,3250,31,5.0
92,kimmel,deca9146a0fe6dd718d045f72926170f,12,03c088e8933df83ac00b59c89a1c596f,80a983f8bb58340de2f91e2ac5ab6c1e,ABC takes Jimmy Kimmel off air ‘indefinitely’ over Charlie Kirk comments,"Former Disney CEO Michael Eisner speaks out against Jimmy Kimmel's suspension, calls for 'leadership'",thehill,foxbusiness,REDACTED,REDACTED,1,-1,-2,1,3091,3058,33,5.0
93,maduro,f7f3ce2d6dfd54b1950dbea69de128a4,1,11595e81744dac563fc2bd6de441f6b3,21af20e04f6f894cbb9e4883abe877b9,JONATHAN TURLEY: Why capture of Maduro didn't require approval from Congress,Fact-checking Donald Trump following U.S. attacks on Venezuela and capture of Nicolás Maduro,foxnews,politifact,REDACTED,REDACTED,2,-2,-2,2,9045,9068,23,8.0
94,maduro,5c2ded336db6a1682ae06fcd462605ff,2,2eeddac2b79c3e0f1c4473b898125dbb,e510fa0638570f621ecfeace1418c34c,A President Captured: How the Elite Delta Force Raid in Caracas Unfolded,Trump says U.S. will run Venezuela after U.S. captures Maduro,time,reuters,REDACTED,REDACTED,2,-2,-2,2,8265,8226,39,8.0
95,maduro,c597484015093a5571078097e11e703a,3,3dafaf12a92776d6a5bd6d695cfeac2a,28702fc06c50635d36b74a30e60b3de0,See How the U.S. Military Captured Maduro in a Matter of Hours,"Mamdani, other NY lefties rip Trump over Maduro arrest, condemning it as ‘act of war’",wsj,nypost,REDACTED,REDACTED,2,-2,-2,2,3430,3475,45,8.0
96,maduro,5ad213e1625ba3d58e81fd8ac3ac60d1,4,7b8a23112bab9ff4dc57f7b51ad912dc,68501820ba7a341372141b6dbe3cda37,"US troops blasted through steel doors 'like it was like papier-mache' to snatch Maduro, Trump says",Kamala Harris blasts Trump administration’s capture of Venezuela’s Maduro as ‘unlawful and unwise’,foxnews,foxnews,REDACTED,REDACTED,2,-2,-2,2,3515,3569,54,8.0
97,maduro,f522f7ba76f16d9e1d2ab344bc7bda88,5,73083efebb9e8e9eae0374829d43e0f5,366f6e9fd3f485cc3a482db18cef007a,Iran and Maduro ties suffer major blow following US operation and capture of Venezuelan dictator,Nearly 50 Venezuelan soldiers killed in US abduction of President Maduro,foxnews,aljazeera,REDACTED,REDACTED,2,-2,-2,2,4286,4227,59,8.0
98,maduro,ba5c794063eb18d8b79f79ebbb92b62b,6,f91f59b34432187a6ac6eb6fd267fb25,820e74b5066db907930fbfa49b7754b2,Latin America fractures over Trump’s Maduro capture as regional allies shift right,Maduro Capture Set A Dangerous Precedent For International Law,foxnews,forbes,REDACTED,REDACTED,2,-2,-2,2,8401,8487,86,8.0
99,maduro,0c3b98cf30a5c3e33f34711d52d7ee03,7,3e9854e2ed1c3690628a19441c650f9a,702ea70a94ddc11f959c7a9fee709215,"Trump says Maduro captured, flown out as US military conducts ‘large scale’ strike",US critics and allies condemn Maduro’s abduction at UN Security Council,thehill,aljazeera,REDACTED,REDACTED,2,-2,-2,2,3633,3743,110,8.0
100,maduro,63d6ae0a2d59c1e51d76cf99d66dcdf6,8,e2d0cd96f80a8a757cd1be819533ff3e,82adcbe04f84fbd82d0ef77e7fb9511f,"Trump says Venezuelan leader Nicolás Maduro, wife ‘captured’ after large-scale strikes",The surprising US plan in Venezuela comes with huge risks for Trump,nypost,cnn,REDACTED,REDACTED,2,-2,-2,2,10659,10819,160,8.0
101,maduro,474c902e555836dea3cd295ca8934a72,9,6411f57042fab89f67ca62834e335817,83dadc67ba20365fa976df19d6c1f89d,"In a Phone Interview, Trump Celebrated the Capture of Maduro","Mexico condemns U.S. military action in Venezuela, capture of Maduro",nytimes,washingtontimes,REDACTED,REDACTED,2,-2,-2,2,1470,1660,190,8.0
102,maduro,ac94b59b36e05829f5f748b5c93cdcbb,10,2d21ddbfa2404eea8fcc2e6acd8f2499,ab941c7e0203871f8b0c960333b315b5,Trump reveals to The Post secret ‘discombobulator’ weapon was crucial to Venezuelan raid on Maduro,Schumer slams Trump’s capture of Maduro as ‘reckless’,nypost,thehill,REDACTED,REDACTED,2,-2,-2,1,2495,2467,28,7.0
103,maduro,08d692ef28d45e3922bbe01100f65199,11,a3c62da6b7c3f5204a684942b78f0bcb,967b47d1a3a92667d38db3342912e48d,Trump says U.S. used secret 'discombobulator' on Venezuelan equipment during Maduro raid,How Venezuelans in Caracas are reacting to Maduro's capture by U.S. forces,pbs,pbs,REDACTED,REDACTED,2,-2,-2,1,3091,3050,41,7.0
104,maduro,c786a27a0c8f9d49c2be27fb44b6dcaa,12,c1b5234f2268c8f84bba1a7e99bf5b89,7bd40e04be0c9050a1578a45665a4cf7,Trump says US pilots were ‘hit pretty bad in the legs’ during Maduro capture mission,U.S. strikes in Venezuela trigger regional and global alarm,foxnews,npr,REDACTED,REDACTED,2,-1,-2,2,6325,6273,52,7.0
105,maduro,98cee187193053857b1591fbb7bf70ae,13,0da2b93c9326c08b1f6ed51fee12aaa5,09b6ad3d7153f5a0d1cf63324230874c,White House posts Maduro's 'perp walk' at New York DEA office,"US has captured Venezuela’s President Maduro and wife, says Trump",thenationaldesk,theguardian,REDACTED,REDACTED,2,-1,-2,2,7683,7765,82,7.0
106,maduro,1050714438c050dd04e25fdc3735159e,14,2d0e68dc013ba16fb6f031b01e7b15a5,483194555664c101800b4dac52d4746d,"US lawmakers react to attack on Venezuela, ‘capture’ of Nicolas Maduro","U.S. capture of Maduro in Venezuela criticized as violation of international, U.S. law",aljazeera,latimes,REDACTED,REDACTED,1,-2,-2,2,7938,8082,144,7.0
107,maduro,9711caafc7a82a0575158526fb7557a1,15,6c712ef972d6b524d84a6e2b289a4549,3eddf2fd8926259efe23cd963e0b0441,"Maduro arrest sends 'clear message' to drug cartels, allies and US rivals, retired admiral says",Trump says US will 'run' Venezuela and 'fix oil infrastructure',foxnews,bbc,REDACTED,REDACTED,2,-2,-1,2,6037,6226,189,7.0
108,maduro,7d7b645be7c6e28fa5bbb02880f87a4d,16,719c9428d752a9c81017b0081c9d11d5,7435eaf44c16227377430f32377aa358,The US Army “Delta Force”: The Unit That Captured Nicolas Maduro,Was the US capture of Venezuela's president legal?,nationalinterest,reuters,REDACTED,REDACTED,2,-2,-1,2,4683,4889,206,7.0
109,maduro,0df73435a0bc9ddf9ff87cb4835cf490,17,18d511b03c7d71d79cf9221848b0d523,aa49a5414e8fd1644a2f22231434eba0,"US military details timeline of operation to capture Maduro, revealing more than 150 aircraft involved",'Deeply shocked': World leaders react to US attack on Venezuela,foxnews,bbc,REDACTED,REDACTED,2,-2,-1,2,5786,5507,279,7.0
110,maduro,4ca4dd3f24e89d7247db8e519913e016,18,1e740a0b81539ccc6dac81ee4af8caff,dcca57f87399e8223f48ad3963603525,The Noriega Precedent for Maduro’s Capture and Prosecution,"Who is Cilia Flores, Venezuela's first lady seized by the US?",wsj,bbc,REDACTED,REDACTED,2,-2,-1,1,5067,5110,43,6.0
111,maduro,a453331b97c47eb75c4fbad9247b3d6f,19,cb3414efb9f66fc3b452cfc451cf40b2,693ee9294e7c6bf822f479baf17c6091,"Spies, drones and blowtorches: How the US captured Maduro",Fact-checking Trump following US ‘capture’ of Venezuela’s Maduro,bbc,aljazeera,REDACTED,REDACTED,1,-1,-2,2,8821,8746,75,6.0
112,maduro,206ad40d3817aaa6f70174b1ff7e0e18,20,d708ad59b32b1843ade5813073e5a59a,9fb656ac5e60dddb34a48b2c2fe77ace,New details on Maduro capture revealed as Hegseth shares how U.S. carried out the overnight raid,"US soldier charged with making $400,000 on Maduro removal bets",cbsnews,reuters,REDACTED,REDACTED,1,-2,-2,1,2789,2950,161,6.0
113,maduro,ab890bff449b1783a92944f8c968ecb5,21,33af532ef0f6ffde1e6887745253a5f3,4babfcfef75fa689b87e84bdc66b58c6,"With capture of Maduro, Trump claims successful operation as he treads into uncharted territory",Trump's toppling of Maduro is fraught with risk - what happens next is unclear,washingtontimes,bbc,REDACTED,REDACTED,1,-1,-2,1,7188,7213,25,5.0
114,maduro,b56109ecc6c1782fdbba9edd960f5988,22,5b867b9161b3ce214a59bc90bfb00420,da50a2c8cf97605a71f59c774878f171,Maduro indicted on narco-terrorism charges after capture,Trump’s Venezuela operation polarizes world leaders,thehill,thehill,REDACTED,REDACTED,1,-1,-2,1,7099,7026,73,5.0
115,maduro,9666716385dc9f3e14ad2ab346bd225f,23,920f2b2344c399a358d3acf25a426f65,c22959fc3bc2e1b4fe3f00e45434ee4a,House Democrat calls Trump's Maduro capture 'welcome news' as left labels it 'illegal',Trump's seizure of Maduro raises thorny legal questions,foxnews,bbc,REDACTED,REDACTED,1,-1,-2,1,7182,6963,219,5.0
116,maduro,5b0cd96ae47179abaadf345edb10bc85,24,509c85318e54b8c3ab7ed8a60556b910,3cfd7244ee569bf14df91cfe55fe2efa,"World leaders gripe over US arrest of tyrant Nicolás Maduro, despite legal precedent: ‘Deeply alarmed’",U.S. soldier involved in Maduro raid charged with betting on the operation,nypost,nbcnews,REDACTED,REDACTED,1,-2,-1,1,4564,4797,233,5.0
117,maduro,ce9d72b2a59fc0557d564bc6f451e58b,25,ed5d8335ec464e5f8db209704b563cf3,714948ec864a2dec05aaec7d92de878b,"Seven US service members injured in Venezuela raid to capture Maduro, official says","What happens next in Venezuela? The regime’s foundation remains in place even after U.S. capture of Maduro, analyst says",foxnews,fortune,REDACTED,REDACTED,1,-1,-1,1,2877,3044,167,4.0
118,maduro,c8864954994260b5ccad2a5f9af91a04,26,03a5c5bc941ca07bb8590ec9afb2055d,a054185f120c38bd7fcfffeec5919b74,Maduro capture adds to Hegseth’s combative first year at the Pentagon,5 key takeaways on Trump’s stunning toppling of Maduro,thehill,thehill,REDACTED,REDACTED,1,-1,-1,1,7778,8024,246,4.0
119,prop 50,66c95ad070ee698f34c7437e62607e88,1,871cc973be3dbacfdefaa937d34de320,28d808578ca621b76977a6deefab1240,Obama: California’s Prop 50 Is “Critical” for Democracy,California Lawmaker Files Emergency Injunction With SCOTUS Over Redistricting Map,motherjones,dailysignal,REDACTED,REDACTED,2,-2,-2,1,2360,2416,56,7.0
120,prop 50,cbf67a16a78f1a018dc940993c8bc4f9,2,735b8613c13eba728156e8126fa0d894,04d074ec71ae72229941c827282da08f,"Where the polling stands in Virginia, New Jersey, NYC and California",Republicans fight Newsom's $88M redistricting 'power grab' as Prop 50 battle heats up,thehill,foxnews,REDACTED,REDACTED,2,-2,-2,1,4978,5056,78,7.0
121,prop 50,d8ad8755c841ca16ed53f434a0a706e6,3,873523488271f87b5574513610dbe86a,d2f1f16d04910ca96115efbaf5cbf77e,"Sabato’s Crystal Ball shifts 11 California races toward Democrats, 1 toward GOP",Gavin Newsom’s Gerrymandering Measure Is Likely to Fail,thehill,wsj,REDACTED,REDACTED,1,-2,-2,2,1524,1254,270,7.0
122,prop 50,5b4a2fd8a320732206732b6de8e4c514,4,d7eef2a98b0a5bd311c38e8cfff44bb5,36892e3d9e8608d322fa4fdad87d5b4b,"‘Democracy is on the ballot,’ Obama says, urging Californians to pass Prop. 50 in new ad",Trump Says California Redistricting Proposition Votes Under Review,latimes,theepochtimes,REDACTED,REDACTED,2,-2,-2,1,572,293,279,7.0
123,prop 50,d425512b905330d21c05160bb43cb3cc,5,be8504f0c24494fb3a873bc8d7219c1b,35189a8b68c7393368ee34b3ff169f1f,More than 6 in 10 plan to vote for California redistricting plan: Survey,California Republicans vow to continue fighting Prop 50,thehill,politico,REDACTED,REDACTED,1,-2,-2,1,2167,2169,2,6.0
124,prop 50,4befcab70f4d7bcae6f21209de64befc,6,b2743db636432436cd56e1f817963f35,910c5dccc7966693553d337ee5dbdfac,Northern California voters weigh in on Prop 50 redistricting fight,Gavin Newsom’s crude Prop 50 chest-thumping isn’t the win he thinks it is,foxnews,nypost,REDACTED,REDACTED,1,-1,-2,2,4712,4689,23,6.0
125,prop 50,5b711a3d816e43242cfc5203f5b9f1ec,7,119e900dcbd482415bdb753014651f0c,72e585c4c0e58595e2d916701d247159,California Prop 50 results 2025,Proposition 50 sparks fierce campaigning ahead of pivotal vote,washingtonpost,washingtonexaminer,REDACTED,REDACTED,1,-1,-2,2,1714,1566,148,6.0
126,prop 50,c85134f85bab0d483c67f2cb53621e5b,8,07c984b3347e3347eba64006f3f4dc7f,6cbdfe5ce555a021cff4fe919f8f4879,Poll: Most Californians say they’ll vote yes on Proposition 50,Charles Munger Jr.’s Lonely Fight Against California Gerrymandering,politico,wsj,REDACTED,REDACTED,1,-2,-1,2,791,960,169,6.0
127,prop 50,5432a894d2a78987eb18b0c054fb300d,9,3a989d8f71f123fe91864501c06a5e58,d9a5a408b7ae37cf1b2aa98134654bf5,What to Know About the California Special Election,A Health Insurance Giant Quietly Bankrolls Gavin Newsom’s Partisan Power Grab,nytimes,dailywire,REDACTED,REDACTED,1,-1,-2,1,6918,6928,10,5.0
128,prop 50,0dca54a389a9669396a84a7d20fff8af,10,116c1815b0d6e4ef53c8ee011d3662a3,947e441e415536e281569f761271492e,Voting underway in 2025 election that may determine if Republicans hold House in 2026 midterms,EXCLUSIVE: Calif. Lawmaker Intends to Bring Lawsuit Against Prop 50 Map to Supreme Court,foxnews,dailysignal,REDACTED,REDACTED,1,-1,-2,1,4858,4869,11,5.0
129,prop 50,698734459b7adbc50e98897a66ed97a2,11,07e2bb08aa631db2f281d0f34e4c15a8,83fbb09e9a98cc47c46c323eb5c934cb,Newsom set to rally Texas Dems with victory lap days after Prop 50 passes: 'California stepped up',Soros drops massive donation into Newsom's redistricting effort to counter Trump: report,foxnews,foxnews,REDACTED,REDACTED,1,-2,-1,1,3600,3581,19,5.0
130,prop 50,4cc4a9aac770f03848658fa2fc259142,12,6722497b8f1f6186132a808593b2020b,01d104087f9f551028d68c231f23f799,Live updates: Mamdani delivers fiery victory speech; California OKs redistricting measure,Republican sheriff halts inquiry into alleged fraud in California Prop 50 vote,thehill,theguardian,REDACTED,REDACTED,1,-1,-2,1,1925,1883,42,5.0
131,prop 50,4ec2d8455e9405ce9d31d81368a8e8a5,13,7041eb88a58a3e8eae43f5d277db6b38,35c7560708d1439b71f4b7a8006d341d,5 things to watch in Tuesday’s biggest Election Day contests,Schwarzenegger steps back into political arena in redistricting crusade,thehill,thehill,REDACTED,REDACTED,1,0,-2,2,8046,8127,81,5.0
132,prop 50,3ce200411ae3be79f42a47872b5065cf,14,92572a23f9e51fbbede4c163b19c5e12,8db48d76fee128406374a4fb44a51f65,"Voters in poll side with Newsom, Democrats on Prop. 50 — a potential blow to Trump and GOP","Trump, contradicting the California GOP, opposes early and mail-in voting in Prop. 50 election",latimes,latimes,REDACTED,REDACTED,2,-2,0,1,606,724,118,5.0
133,prop 50,f37bcde3825d5b31c00b1f2bb0be032d,15,d28b6c2f89f2cd3d15610792ffa0b825,5a92a519dd22b57695babab237d71fbb,Justice Department sues to block California US House map in clash that could tip control of Congress,Gavin Newsom’s Texas ‘victory lap’ breaks faith with Californians he’s left behind,newsnationnow,nypost,REDACTED,REDACTED,1,-1,-1,2,4125,3969,156,5.0
134,prop 50,b359b2104bebba41f1363ec7393ac0c0,16,72055c7b8798807d3a35e87237c87cde,ffe659814a7ce12202ca10fefc7d70a0,Your last-minute guide to Proposition 50: California redistricting,"California sheriff running for governor seizes over 650,000 ballots from 2025 election",latimes,theguardian,REDACTED,REDACTED,1,-1,-2,1,3047,2883,164,5.0
135,prop 50,00f565e324452fab3f061724356c283d,17,f4be84d65396e57749c079de4edcb954,d110f6c07a690b14fc449ed14f16888e,Fury as Humboldt County finds huge trove of uncounted ballots for controversial Prop 50 vote,California Republicans announce second legal challenge against Newsom’s redistricting effort,nypost,thehill,REDACTED,REDACTED,1,-1,-2,1,3654,3856,202,5.0
136,prop 50,fedba83432257b49ecf6df80e74d9eb1,18,04e6bba17745f7480de8044b34e98238,efe09279c2f571c53ce51c435e007734,This whole referendum in California is kind of complicated. Here’s what residents are voting on,DOJ joins lawsuit against Newsom over 'racial gerrymander' of California map,cnn,foxnews,REDACTED,REDACTED,1,-1,-1,1,2807,2806,1,4.0
137,prop 50,c9f6b0ba5a39dccb838f5d72012ff5a6,19,8fe93503e64f41d44f3a0021b8388575,fb3aca3f482be26305cfe7c012d5f80d,Almost half of Californians support Newsom’s redistricting move: Poll,Newsom’s Prop 50 Redistricting Measure Faces New Lawsuit from DOJ,thehill,newsweek,REDACTED,REDACTED,1,-1,-1,1,3937,3935,2,4.0
138,prop 50,fdfa9ce7b47b121ec34be56840e3a3d4,20,5f54f2cc417650d5052fe75e4164b34e,bcc40ecb4e1479b63f2603429803c749,Supreme Court shuts down California GOP bid to block Newsom's new map,"Newsom’s Prop 50 vanity project overwhelmingly passes, with Dems looking to flip 5 congressional seats in 2026 midterms",foxnews,nypost,REDACTED,REDACTED,1,-1,-1,1,3315,3270,45,4.0
139,prop 50,c4cc596dc98c1777f1af0732730420b2,21,2dc0c434f42ecca8296faf674e627852,3088d32e90fea9129009b18f12802493,Around 100 Proposition 50 ballots discovered at Sacramento-area homeless camp,California farmers push back on Prop 50 as Democrats eye new House map,cbsnews,foxnews,REDACTED,REDACTED,1,-1,-1,1,1930,2230,300,4.0
140,prop 50,66d875e081647b1ee30c94ff82a22d9d,22,a04632e333bec371827c6ed779b19076,2ec86b62968d1537d38e18d76a5ed4a5,Prop 50: appeals court rejects Republican bid to block California maps,"DOJ sues Gavin Newsom, California Democrats to stop Proposition 50 redistricting",theguardian,straight arrow news,REDACTED,REDACTED,1,0,-1,1,3478,3497,19,3.0
141,prop 50,42c9b3e0dd03301c3adabf02cf418046,23,69336c07224715ec80b7394a07c929f8,b92a1ca9fc7ae3a298396d81821992b1,What to know about California's Proposition 50 redistricting measure and the Nov. 4 special election,"Everything you need to know about Election Day 2025: Critical elections, ballot measures and more",cbsnews,foxnews,REDACTED,REDACTED,1,-1,0,1,7453,7611,158,3.0
142,prop 50,657d388d171d8d1423ec2affe32073e5,24,20be0ca132734fae33e0fa656aa8bd9d,b01307d449fa441a2e08e976ce234c9f,Newsom to donors: Stop giving money for redistricting effort,Ballot Initiative Aims to Bar California Lawmakers Who Support Prop. 50 From Seeking Public Office,thehill,theepochtimes,REDACTED,REDACTED,1,0,-1,1,2520,2688,168,3.0
143,voting_rights_act,453d4892a16d5a604f7e72eb382c3739,1,b336385fc5c70a8d71c0778e39611d62,1448befd9c5a809b5ea247c18b1632a6,NRCC praises Supreme Court Voting Rights Act ruling: ‘Victory for the Constitution’,Schumer rips ‘awful’ Supreme Court Voting Rights Act ruling,thehill,thehill,REDACTED,REDACTED,2,-2,-2,2,2698,2635,63,8.0
144,voting_rights_act,b9f03ed3e817fa83230116e5dcfdf5ac,2,b4a7a64d7d17c6d8b519cac9a3d13eb5,213386099be89aef918e14ecceb20cad,A Victory for Voting Rights at the Supreme Court,Mamdani slams Supreme Court’s Voting Rights Act ruling: ‘It risks disenfranchising millions’,wsj,thehill,REDACTED,REDACTED,2,-2,-2,2,1750,1862,112,8.0
145,voting_rights_act,97d4ea57fb0457fa7aba1dfb04459277,3,cb5644c306210b95f2386d9fc6e51a36,d6278961769385381f4a1d201f83829c,Media outrage over Supreme Court’s Voting Rights Act decision collides with reality,"What The Recent Voting Rights Ruling Means For Women, Representation And Who Gets Heard",foxnews,forbes,REDACTED,REDACTED,2,-2,-2,2,6231,6034,197,8.0
146,voting_rights_act,474582013bb67afbf873eb46f0c1a18f,4,8277e61087093990b356047aa0219efe,ea2af951114f80c9186a93c7f49e5a16,Nobody Is ‘Gutting’ the Voting Rights Act,Stacey Abrams on why gutting of the US Voting Rights Act is 'evil' – Stateside with Kai and Carter,wsj,theguardian,REDACTED,REDACTED,2,-2,-2,2,1572,1277,295,8.0
147,voting_rights_act,3490f3ba7c834f73a8e66bef90562fca,5,3b1e7de431dae2899dd6ad5050b98891,167d9d3bd895ffa4978d158f4f31c920,Voting Rights Act Supreme Court victory gets GOP giddy over saving midterms,Push for state-level voting rights acts renewed after supreme court ruling,nypost,theguardian,REDACTED,REDACTED,1,-2,-2,2,6501,6525,24,7.0
148,voting_rights_act,8c7403ca7cd3801528904d4a7a29399e,6,adf82aa7ab603fe1125e8d3d90de8fb0,330ff257488ff2b621dffdb3cf72ae75,Louisiana: Voting Rights Act 'balkanizes' competing racial factions,Supreme Court limits key provision of the landmark Voting Rights Act,washingtonexaminer,washingtonpost,REDACTED,REDACTED,1,-2,-2,2,1727,1888,161,7.0
